author,qtd_livros,media_nota,desvio_nota,ano_medio,cluster
august strindberg,7,3.83,3.67,1986,1
ben carson,3,6,2.65,1993,1
beth saulnier,6,6.18,2.47,2001,1
betty white,9,2.03,2.18,1989,3
brenna lyons,3,6.67,5.77,2004,1
brian fawcett,4,1.67,2.21,1993,3
bryan woolley,3,2,3.46,1984,3
burton g. malkiel,3,3.33,5.77,2000,1
carlo gebler,5,1.5,2.06,1996,3
carol jerina,6,2.17,2.42,1989,3
cedco,3,8.33,1.15,2001,1
chip lovitt,7,0.23,0.61,1996,3
christoph,3,1.67,2.89,1997,3
d.j. conway,3,6.08,2.53,1995,1
debbie macomber,147,2.27,2.37,1997,2
diane l. carey,5,0.89,0.94,1989,3
diane mccarty,3,3,5.2,1989,1
diane mott davidson,39,3.08,1.7,1999,0
don hutchison,5,0.6,1.34,1996,3
donna leon,36,4.31,2.9,2000,0
edward hoch,4,2,4,1979,1
ellen siever,3,2.33,4.04,1999,1
eric nylund,3,3.87,4.01,2000,1
eric weiner,10,2.58,3.52,1995,1
eric wilson,8,5.19,4.8,1998,1
gabrielle burton,3,4.67,4.04,1991,1
geoff dyer,6,3.55,2.52,2000,1
george lucas,16,1.16,1.64,1993,3
gourmet magazine,3,7.83,3.75,2002,1
gregory frost,6,2.06,2.92,1992,3
gustavo adolfo bã©cquer,3,7.17,2.57,1983,1
hans bankl,3,1,1.73,2001,3
helene siegel,32,8.69,2.35,1997,1
henry beston,5,2.23,3.9,1979,1
jack kornfield,8,5.36,3.17,1997,1
jack smith,3,5.33,4.62,1993,1
james f. twyman,4,4.88,2.12,2001,1
jane carpineto,4,3.25,3.95,1995,1
jeff albrecht,3,3.33,5.77,2001,1
jeff ball,4,2,4,1988,1
jerry honeycutt,3,3.33,5.77,1997,1
joan stimson,10,0.93,1.97,1994,3
john fuller,5,4.4,3.29,1987,1
john gregory brown,3,0.57,0.99,1995,3
john o'farrell,5,2.49,2.88,2002,1
joseph glass,4,4.36,3.45,2000,1
k. j. a. wishnia,6,3.75,4.42,2001,1
kinley macgregor,8,2.41,1.54,2002,3
kristen britain,4,5.32,3.2,2001,1
lauren nichols,3,0.78,0.69,2001,3
leo booth,3,0.4,0.69,1996,3
leon garfield,18,1.64,3.3,1985,3
leslie mcguire,18,1.25,2.12,1992,3
leslie rule,3,3.39,2.12,1997,1
linda barrett,6,3.67,3.44,2003,1
linda lael miller,84,2.38,2.08,1997,0
lucy gordon,38,1.11,2.29,1997,0
m. k. wren,7,2.93,2.86,1990,1
maris soule,14,1.7,3.04,1993,3
marjory stoneman douglas,3,0,0,1994,3
mary campbell,3,1.67,2.89,1992,3
matthew hall,5,0.6,1.34,1997,3
matthew stadler,4,1.17,2.33,1997,3
megan mccafferty,3,2.62,2.58,2003,1
melinda m. snodgrass,3,1.56,1.5,1988,3
merle miller,3,3,5.2,1978,1
mildred graves ryan,3,0.83,1.44,1984,3
nancy geary,5,3.86,3.31,2003,1
neil grant,3,7.67,0.58,1995,1
paul garrison,7,2.05,1.57,2001,3
pedro paixã£o,5,3.15,2.79,1996,1
philip jose farmer,66,2.56,3.04,1985,0
r. conrad stein,5,4.2,4.27,1983,1
robert berkow,3,7.06,4.67,1993,1
robert walser,4,3.25,3.95,1996,1
robin jones gunn,36,2.28,2.99,1997,0
rudy rucker,18,2.75,3.47,1993,1
ruth owen,3,0,0,1998,3
stanton t. friedman,3,2.33,4.04,1996,1
stephanie s. tolan,8,1.61,1.74,1998,3
stephen horn,5,4.38,2.63,2002,1
stephen mitchell,14,5.03,3.84,1994,1
stewart cowley,12,2.25,3.44,1992,1
susan elderkin,3,2.13,2.01,2001,3
susan hightower,3,1,1.73,1998,3
tasha tudor,4,6.75,4.57,1990,1
theresa scott,13,1.87,2.03,1997,3
tom stoppard,15,4.79,3.19,1987,1
w. a. harbinson,3,0,0,1985,3
william h. armstrong,6,1.92,2.2,1986,3
william voltz,3,0,0,1999,3
alison roberts,6,0,0,2001,3
amanda quick,33,3.65,1.98,1997,0
anita loos,5,4.8,3.42,1989,1
anthony horowitz,17,2.66,2.65,2000,1
arlene mosel,3,2,3.46,1986,1
c.j. carmichael,8,2.62,1.15,2002,3
carol barkin,4,0,0,1988,3
carole clements,3,1.67,2.89,1998,3
catherine mann,11,1.7,2.61,2001,3
cheri fuller,9,1.22,2.73,1996,3
cheryl st. john,14,1.27,1.48,1999,3
christopher rice,8,2.5,1.23,2002,3
dave pelzer,10,5.29,2.54,2000,1
david james duncan,12,4.69,3.18,1994,1
david quammen,12,3.99,3.09,1994,1
denise hamilton,5,4.6,2.89,2003,1
dennis mckiernan,3,2.31,2.68,1995,3
diane molleson,4,4.06,3.71,1995,1
donna erickson,3,2.83,4.91,1996,1
dorothy dunnett,24,3.64,3.55,1995,1
edith konecky,4,1.85,3.7,1990,1
ellen bass,6,3.14,1.76,1992,3
else mã?â¼ller,4,5,5.77,1995,1
eric garcia,10,4.9,1.86,2002,1
francesca mazzucato,3,1.42,1.51,2000,3
ginny aiken,9,1.8,2.68,1999,3
gwendoline butler,11,1.2,2.73,1997,3
harold myra,3,0,0,1993,3
harold s. kushner,11,3.95,3.11,1990,1
herman brusselmans,6,6.67,2.25,1997,1
heron carvic,5,0.84,1.15,1990,3
holly chamberlin,3,5.96,3.54,2003,1
indira ganesan,3,0,0,1997,3
j. paul hunter,3,3,2.65,1993,1
jack dann,34,2.88,3.25,1995,0
jacques derrida,6,2.83,4.4,1991,1
james kelman,8,1.31,1.83,1996,3
jane greenoff,3,1.27,2.19,1995,3
janet groene,3,3.33,5.77,1992,1
janice woods windle,4,1.55,1.8,1997,3
janina renee,4,3,3.56,1999,1
joan johnston,55,1.79,2.26,1997,0
john e. douglas,7,4.45,2.23,1997,1
joseph telushkin,7,6.1,4.42,1996,1
juan luis cebrian,4,3.67,3.37,2000,1
julia marsden,3,1.67,2.89,2000,3
kai meyer,7,2.83,2.23,2002,1
keith ablow,8,3.03,1.56,2000,3
kim anderson,5,4.8,4.55,1997,1
larry burkett,29,2.32,2.86,1994,0
laura shaine cunningham,6,2.39,1.94,2002,3
leila hadley,5,0.93,1.3,1996,3
libby schmais,3,1.13,1.07,2001,3
liza alexander,23,1.38,2.68,1992,3
ludwig von mises,4,7.5,5,1992,1
maria eftimiades,3,1.94,1.69,1995,3
marianne curley,5,4.4,4.04,2002,1
maude thickett,4,6.5,4.73,1987,1
maureen mckade,8,4.94,2.68,2000,1
miguel de cervantes,12,4.17,3.9,1999,1
pam beall,3,1.8,3.12,1990,3
patricia anthony,11,1.94,2.66,1996,3
patrick kavanagh,3,7.67,1.53,1981,1
paula jacques,3,0,0,2001,3
peter lynch,5,0.75,1.07,1992,3
pierre magnan,5,0.5,1.12,1999,3
price pritchett,5,2.36,3.29,1994,1
richard george adams,3,5.5,3.52,1977,1
robert atwan,4,7,2.94,1999,1
robert charles wilson,15,2.99,3.24,1997,1
robert coover,14,2.26,3.11,1994,1
robert olmstead,7,3.74,2.64,1993,1
robin burcell,5,1.6,1.07,2001,3
ron brown,4,7.5,0.58,1996,1
ruth beebe hill,4,4.13,4.38,1981,1
ruth sawyer,4,4.25,4.92,1985,1
sean martin,3,5,4.58,1997,1
sheila cassidy,3,1.78,3.08,1984,3
sir arthur conan doyle,36,3.55,3.38,1992,0
stan & jan berenstain,3,0,0,1992,3
stanley bing,7,3.81,3.11,1999,1
steven harper,3,7.13,3.38,2002,1
susan burmeister-brown,13,1.58,3.11,1996,3
susan elizabeth phillips,32,3.39,2.36,2000,0
t.s. eliot,7,4.2,1.44,1976,3
teresa howard,5,3.6,4.98,1995,1
thomas h. cook,29,3.48,2.68,1996,0
thã?â©ophile gautier,4,2,4,1989,1
time-life books,63,3.17,3.92,1993,0
time-life books.,3,10,0,1979,1
vincent lardo,13,3.18,3.4,2001,1
wanda luttrell,4,0,0,1993,3
watty piper,11,3.56,2.47,1991,1
wilhelm hauff,4,4.5,5.26,1999,1
william kinsolving,7,1.86,2.36,1988,3
alan moore,22,6.82,2.66,1999,1
andrew gurr,3,2.67,4.62,1995,1
ann ward radcliffe,3,3,2,1992,3
anna maxted,8,1.86,1.65,2002,3
anne enright,3,2.17,2.02,2001,3
arthur byron cover,6,1.95,2.61,1991,3
barbara wersba,3,4.67,4.51,1983,1
beverly brandt,4,3,0.65,2003,3
bill blum,4,2.56,3.06,1997,1
charles bukowski,41,4.77,2.77,1990,0
charles r. pellegrino,5,3.32,4.1,1998,1
charlie mcdade,3,2,3.46,1993,1
charlotte bingham,6,4.92,3.95,1997,1
christopher andersen,22,2.57,2.85,1997,1
cindy wheeler,4,5,5.77,1989,1
coerte v. w. felske,4,0.29,0.57,2000,3
david edmonds,6,3.53,2.64,2002,1
david icke,4,2,2.35,2000,3
david lavender,3,2.78,2.67,1986,3
david wind,3,0,0,1985,3
dexter yager,3,4,5.29,1991,1
doris buchanan smith,7,1.14,3.02,1988,3
e. t. a. hoffmann,6,1.83,3.8,1993,1
edward s. curtis,3,6,5.29,1995,1
eliza haywood,3,5.67,3.21,1997,1
elizabeth enright,12,3.46,4.07,1997,1
elizabeth forsythe hailey,9,2.35,3.17,1988,1
elizabeth spencer,8,2.88,4.12,1990,1
emilie rose,4,4.08,1.52,2003,1
frank gill slaughter,6,1.42,2.8,1978,3
fred hoyle,6,1.25,1.94,1982,3
"g. b., trudeau",8,5.19,4.33,1978,1
gloria skurzynski,14,1.51,2,1997,3
heidi julavits,4,1.15,1.6,2001,3
honorã?â© de balzac,10,1.55,2.75,1987,3
howard fast,38,1.71,2.27,1991,0
jean barrett,13,1.15,1.72,1998,3
jeanne kalogridis,9,2.84,1.67,1997,3
jeanne oliver,5,3.8,5.22,2000,1
jim lawrence,6,3.92,4.9,1997,1
joanna hines,3,2.83,2.47,1999,1
jodi picoult,24,2.55,1.63,2000,3
john murray,4,3.42,2.91,2002,1
joseph girzone,15,3.76,3.39,1997,1
judy pelikan,3,4,4,1995,1
julia fenton,4,3.25,3.77,1992,1
julie ellis,16,1.2,1.83,1990,3
karl samson,5,3.6,4.98,2000,1
kathleen george,4,5.38,4.07,1997,1
kenneth r. miller,4,5.75,4.65,1998,1
kevin eastman,4,0.63,1.25,1990,3
lois p. frankel,3,3,5.2,1998,1
marcia martin,5,1.4,3.13,1993,3
marjorie dorner,4,1,1.15,1993,3
mark spragg,4,4.1,3.13,2002,1
matthew f christopher,28,0.84,1.06,1989,3
may sarton,43,3.42,3.37,1987,0
morris gleitzman,9,3.88,3.31,1996,1
nancy good,3,1,1.73,1992,3
ngaire genge,6,4.03,2.88,1999,1
nikolai vasilevich gogol,10,3.75,3.75,1984,1
p. j. petersen,6,1.33,2.09,1994,3
patricia rice,29,1.9,2.26,1997,0
penny colman,3,1.67,2.89,1994,3
peter lovesey,39,1.98,3.05,1992,0
pol martin,3,3.67,4.73,1990,1
r. cook,3,3.33,5.77,1983,1
rachel lindsay,6,0,0,1981,3
rebecca brown,11,3.86,3.46,1993,1
reginald hill,36,2.65,2.74,1995,0
richard fliegel,5,1,2.24,1990,3
robert allen,7,1.38,2.67,2000,3
robert l. wise,6,3.17,3.08,2002,1
robert m. price,6,5.67,4.97,1997,1
robin white,3,3,5.2,1992,1
rod mckuen,12,2.74,3.35,1976,1
roger kahn,11,3.73,3.2,1991,1
sabrina jeffries,9,3.15,2.18,2001,1
sara orwig,35,1.15,2.14,1995,0
sarah morgan,3,2.83,4.91,2003,1
stewart brand,6,3.75,3.84,1994,1
susan donovan,4,3.55,1.07,2003,3
susan j. samtur,3,3,3.61,1986,1
thomas chastain,6,1.17,2.86,1993,3
tim wynne-jones,9,1.02,2.24,1998,3
tobias hill,5,3.2,3.27,2001,1
vernon tom hyman,3,0,0,1985,3
wayne d. dosick,3,2.67,4.62,1997,1
wendy markham,4,2.37,1.45,2003,3
william martin,16,2.93,3.13,1993,1
agnes sanford,3,0,0,1979,3
alice mcdermott,11,2.74,1.54,1999,3
alison scott skelton,3,0,0,1993,3
ann raimes,4,2.25,4.5,1997,1
anna johnson,3,4,4,2001,1
anne kelleher bush,3,1.17,2.02,1997,3
anon,3,2.83,3.01,1999,1
anthony chandor,3,1.83,2.75,1979,3
ardath mayhar,7,2.14,3.67,1984,1
arthur herzog,6,0.38,0.6,1987,3
barbara colley,5,5.2,4.76,2003,1
barbara frischmuth,5,0,0,2000,3
ben wicks,3,1,1.73,1986,3
bertolt brecht,28,2.55,3.46,1985,0
brennan manning,12,4.3,4.18,1997,1
brian hodge,6,0.6,0.97,1992,3
camille minichino,9,1.91,2.34,2002,3
carole nelson douglas,47,2.14,2.76,1997,0
cherie calbom,3,0,0,1997,3
chilton,3,8.33,1.15,1998,1
cordia byers,4,1.75,3.5,1991,1
daniel manus pinkwater,8,2.88,3.52,1989,1
david r. slavitt,3,2.67,4.62,1988,1
diane johnson,19,2.17,2.72,1996,3
don pendelton,4,0,0,1999,3
dorothy l. sayers,54,2.97,2.78,1990,0
duane t. gish,3,3.67,3.21,1989,1
eliot wigginton,8,2.83,2.17,1978,3
elle eggels,5,2.87,2.66,2001,1
esther hautzig,3,5.01,3.93,1990,1
gale pryor,3,2.89,5,1999,1
gavin menzies,4,2.46,2.27,2003,3
gilbert morris,48,2.14,3.11,1996,0
gilbert sinouã?â©,3,5.83,2.93,2001,1
graham lord,4,0,0,2000,3
harriet ziefert,38,1.77,3.02,1991,0
henry m. morris,3,1.33,2.31,1986,3
henry steele commager,3,3.33,5.77,1991,1
howard pyle,15,2.8,4.25,1989,1
iceberg slim,6,3.17,3.82,1998,1
jack handey,5,5.48,2.38,1995,1
jacob grimm,25,5.25,4.06,1991,1
james grady,9,1.94,2.11,1990,3
james lee burke,52,2.51,2.45,1998,0
james weldon johnson,4,3.74,4.41,1992,1
jean p. sasson,10,2.63,1.8,1998,3
jill mansell,11,1.28,2.5,1997,3
john dalmas,16,2.94,3.87,1992,1
john king,4,1.75,3.5,1997,1
john masters,5,2.6,3.71,1978,1
john mortimer,51,3.14,3.18,1992,0
joseph kanon,8,2.02,1.02,1999,3
jrgen habermas,3,3.67,5.51,1991,1
katherine ulrich,3,4.82,2.85,2000,1
kathleen kane,11,1.33,1.43,1998,3
kathryn lasky,24,2.92,3.02,1997,1
kenneth lilly,4,0,0,1983,3
kenneth starr,3,1.05,1.69,1998,3
kjartan poskitt,7,5.86,4.1,1998,1
larry weinberg,12,1.43,3.09,1992,3
lillian b. rubin,5,0.7,1.57,1988,3
linda crew,6,0,0,1996,3
lorraine zenka,3,8.67,1.15,1997,1
lyndall gordon,5,2,2.74,1993,3
madelyn sanders,3,0.42,0.72,1993,3
margaret bingley,4,6.25,4.35,1994,1
margaret o'neill,3,0,0,1995,3
maria langer,5,5.2,3.11,1999,1
marian wright edelman,5,3.83,3.45,1995,1
mark berent,5,2.38,1.25,1992,3
mark fowler,4,5.88,3.22,1995,1
marlene suson,8,0.56,1.05,1992,3
mary summer rain,16,4.59,3.97,1993,1
michael macdonald mooney,3,1.67,2.89,1974,3
michelle de kretser,4,2.41,2.54,2001,1
molly ivins,12,3.37,1.36,1998,3
nancy garen,3,0.72,1.25,1994,3
orson scott card,130,3.51,2.39,1994,0
patricia willis,3,1.5,2.6,1999,3
patrick moore,7,4.71,4.5,1991,1
peter norton,9,3,3.77,1995,1
phil whitaker,3,2.67,4.62,1999,1
philip wylie,4,3.92,4.86,1989,1
quentin tarantino,6,3.27,3.69,1998,1
richard simmons,11,2.5,2.03,1992,3
robert lee hall,3,2,3.46,1991,1
robin pascoe,3,3.33,2.89,1997,1
rupert everett,4,1.52,1.03,1997,3
sabine durrant,3,4.12,3.36,2003,1
sergio bambaren,9,3.36,3.24,2001,1
sinclair smith,3,2.19,2.56,1994,3
sun tzu,14,2.5,3.3,1998,1
tadashi ozawa,3,5.33,4.73,2001,1
terry southern,3,5.17,4.19,1993,1
waris dirie,5,5.22,4.08,2000,1
wendelin van draanen,15,2.87,3.9,2000,1
william l. deandrea,8,0.38,1.06,1994,3
paula carter,3,2,3.46,1999,1
sheila ballantyne,3,1.22,1.35,1984,3
adam j. jackson,3,3,5.2,1998,1
ahmadou kourouma,5,2.33,3.9,1999,1
aliske webb,4,3.99,4.04,1998,1
alison cragin herzig,6,2.92,2.46,1990,3
alison wearing,3,2.05,2,1996,3
andrew h. vachss,32,4.07,3.25,1995,0
annie jones,6,2.36,2.14,1999,3
anthony bourdain,16,3.63,2.26,2001,1
art bell,6,4.42,2.75,1999,1
august wilson,5,5.01,2.81,1992,1
avery corman,11,1.42,2.51,1986,3
barnaby conrad,4,6.75,3.77,1996,1
bart kosko,4,2.88,3.38,1996,1
bob phillips,19,2.67,3.68,1993,1
candice adams,3,0,0,1984,3
carman,3,1.11,1.92,1998,3
cesare pavese,11,2.48,3.15,1995,1
charles osborne,9,4.82,3.5,1999,1
christopher sandford,8,1.88,2.46,1999,3
christopher west,3,2.67,4.62,1999,1
colin mcevedy,3,5,4.36,1988,1
david d. burns,9,2.8,1.83,1990,3
david goodis,4,0.88,1.75,1990,3
dean king,7,2.79,3.34,1999,1
devin j. starlanyl,3,3.33,5.77,1999,1
dixie lee mckeone,3,2,2,1997,3
don colbert,4,3,3.76,2000,1
donald rumbelow,3,0.83,1.44,1983,3
edgar allen poe,3,3.53,1.39,1997,3
edgar pierre jacobs,4,10,0,1996,1
gary hardwick,6,2.75,2.42,2000,1
gene k. garrison,3,9.67,0.58,2002,1
george e. stanley,4,2.44,3.8,1999,1
gideon bosker,4,3.75,4.35,1997,1
hayden herrera,5,5.38,3.08,2000,1
helen dorman,4,10,0,2003,1
hugh hewitt,3,5,5,2001,1
james c. dobson,22,3.48,3.19,1988,1
james long,4,5,2.92,1999,1
jane jerrard,5,1.9,2.61,1998,3
janet louise roberts,3,1.67,2.89,1977,3
jean auel,15,4.08,2.34,2001,1
jean campbell,5,6,5.48,2002,1
jennifer weiner,10,4.44,2.16,1999,1
jenoyne adams,3,3.39,2.11,2002,1
jimmy santiago baca,3,7.67,3.21,1999,1
jo ann algermissen,6,0.38,0.92,1988,3
john bunyan,19,2.43,3.43,1987,1
john crowley,15,1.99,2.78,1991,3
john sandford,55,2.82,2.07,2000,0
jon stallworthy,3,2.67,4.62,1994,1
judith merkle riley,12,4.87,2.59,1996,1
judith steel,6,1.33,3.27,1992,3
june cotner,3,2.67,4.62,2000,1
kathleen n. daly,3,1.67,2.89,1980,3
lawrence schiller,9,2.97,2.83,2000,1
leopoldo alas clarin,3,0,0,1997,3
lisa bevere,5,5.4,3.44,2000,1
luise f. pusch,3,1.67,2.89,1987,3
marcus tullius cicero,3,4.33,3.79,1989,1
marilyn anderson,4,0,0,1995,3
mark s. bernthal,8,1.63,2.39,1996,3
marshall goldberg,3,0,0,1993,3
mary mcgarry morris,14,1.82,1.57,1996,3
mary o'hara,5,1.2,2.17,1984,3
michael castleman,6,2.07,1.8,1997,3
michael tolkin,6,1.83,3.6,1995,1
molly peacock,3,2.5,2.18,1997,3
neil clark warren,5,1,2.24,1996,3
nick herbert,3,1.17,2.02,1989,3
norman vincent peale,23,2.48,3.38,1988,1
octavio paz,12,3.67,4.03,1990,1
p.j. petersen,3,0,0,1990,3
pam young,9,2.8,3.03,1987,1
paula volsky,15,4.36,2.88,1993,1
peter blauner,10,1.98,2.23,1997,3
peter f. copeland,3,3.33,5.77,1998,1
peter shaffer,5,3.14,3,1983,1
polly berrien berends,4,0.5,1,1988,3
ray bradbury,123,3.93,3.4,1992,0
richard sterling,8,5.88,3.87,2000,1
robert irwin,10,4.03,3.83,1997,1
roddy doyle,34,2.57,2.85,1997,0
roger angell,9,2.17,3.03,1992,1
ronald l. krannich,4,0,0,1996,3
sabine deitmer,5,5.43,2.44,1993,1
sally cheney,3,2,3.46,1993,1
samuel taylor coleridge,12,3.59,3.88,1991,1
sasha fenton,10,5.15,3.11,1994,1
stephen w. garber,4,0,0,1994,3
steve jackson,46,1.84,3.05,1994,0
steven charles,3,0,0,1986,3
stuart mclean,5,2.19,1.62,1998,3
terry goodkind,24,4.4,2.04,1999,1
theodore roszak,9,2.6,3.31,1993,1
thomas bender,3,2,3.46,1991,1
thomas malory,9,6.26,3.24,1981,1
tim dorsey,10,2.95,1.81,2002,3
tim lebbon,4,0.96,0.72,2002,3
tony tallarico,7,0.95,1.89,1990,3
velda johnston,8,1.25,2.31,1984,3
walter wink,3,2.33,2.52,1990,3
wendy s. conner,3,10,0,1996,1
groucho marx,10,4.8,3.7,1996,1
laurel pace,6,1.58,2.84,1991,3
adrian gilbert,4,0.58,1.17,1996,3
andy collins,4,3.25,3.95,2003,1
barbara brooks wallace,7,0.75,1.51,1989,3
barbara wilson,13,2.85,3.22,1990,1
beverly byrne,11,0.57,1.52,1987,3
bill drummond,4,1.69,2.36,2000,3
british museum,4,7,4.69,1987,1
carlos castaneda,54,2.76,2.84,1986,0
charles b. carlson,5,2.1,3.68,1995,1
david brinkley,8,2.56,2.41,1995,3
david colbert,7,2.93,2.4,2001,1
david macaulay,21,6.11,4.2,1987,1
debby anderson,3,5.89,2.83,1990,1
deirdre purcell,8,2.34,2.55,1996,3
diane guest,3,0.33,0.58,1990,3
douglas brinkley,4,4.04,3.7,1999,1
eldonna bouton,3,8.39,2.37,2000,1
eleanor berman,8,1.92,3.03,1998,1
elizabeth mayne,5,0.44,0.61,1997,3
evelyn anthony,14,0.57,2.14,1989,3
faith richardson,3,9.17,1.44,2003,1
francesca marciano,5,4.55,3.66,2000,1
frank parrish,3,0,0,1986,3
franklin dixon,11,1.18,2.09,1989,3
fritz leiber,24,2.4,3.28,1989,1
gayle rosellini,3,2,3.46,1992,1
greg perry,5,4.6,4.28,1997,1
gretchen sprague,4,3.29,3.45,2002,1
gustave flaubert,49,2.93,2.9,1991,0
h.j. eysenck,4,1.25,2.5,1980,3
hudson rivers,3,0.11,0.19,1985,3
j. m. barrie,18,3.36,2.66,1998,1
jacqueline shannon,3,1.17,2.02,1991,3
james b. twitchell,3,5.67,5.13,1995,1
james lasdun,4,5.33,3.7,2001,1
jane barry,3,0,0,1992,3
jane hale,3,6.67,5.77,1999,1
jeanne avery,5,4.39,3.64,1990,1
jesse liberty,11,1.77,2.17,1999,3
john donne,13,5.23,3.93,1988,1
john gregory dunne,8,0.92,1.71,1986,3
joyce myrus,6,0,0,1991,3
juan benet,3,0,0,1987,3
jules m. seletz,11,5,5,2002,1
julia alvarez,17,2.96,2.32,1998,1
karen ackerman,4,0.63,1.25,1990,3
karen elizabeth gordon,8,4.11,2.71,1991,1
kathryn lance,3,6,2.78,1983,1
kathy hogan trocheck,12,2.33,1.41,1997,3
kay cooper,3,3,5.2,1993,1
keiji nakazawa,4,10,0,1992,1
lao-tzu,5,6.4,4.04,1989,1
laurence bergreen,4,1.88,2.34,1999,3
lawrence j. crabb,4,2,4,1997,1
lesley downer,5,4.25,4.38,1998,1
lisa trumbauer,3,2.33,4.04,2001,1
lucy daniels,7,0.36,0.63,1999,3
m. j. ryan,5,5.43,3.82,1998,1
margaret hillert,6,1.67,4.08,1975,3
mark richard zubro,17,2.03,3.52,1997,1
mary k. greer,5,6.9,2.19,1996,1
max goldt,9,5.1,3.8,1999,1
meindert dejong,5,1.53,2.6,1969,3
melanie barnard,3,1.33,2.31,1997,3
melisa michaels,3,4.5,3.91,1994,1
mimi latt,5,2.22,2.47,1998,3
nicole davidson,5,0,0,1993,3
ogden nash,4,5.27,4.83,1982,1
paul strathern,9,2.11,3.37,1998,1
paula gosling,8,1.63,2.45,1993,3
people magazine,3,7.17,2.25,1999,1
peter abrahams,19,3.04,2.82,1994,1
peter abresch,5,3.52,3.38,2002,1
rick atkinson,4,6.13,4.52,2000,1
ruth ryan langan,10,0.96,1.46,2000,3
sandra steffen,16,1.54,2.2,1999,3
sanjay nigam,3,3.63,3.32,2000,1
sol stein,12,2.17,3.02,1985,3
sonya friedman,3,3.22,4.22,1988,1
stefanie matteson,10,0.48,1.11,1994,3
susan dexter,5,0.88,1.25,1994,3
susan dworkin,3,2.75,1.39,1990,3
susan fromberg schaeffer,23,2.15,3.35,1990,1
ted dekker,8,3.6,2.65,2002,1
thomas french,3,2.5,0.72,1994,3
todd strasser,62,1.96,2.45,1996,0
virginia doyle,4,3.75,2.63,2000,1
walter dean myers,36,1.21,1.96,1997,0
wayne weible,4,0.31,0.63,1994,3
wilson bryan key,3,5.67,4.04,1991,1
koushun takami,3,7.44,2.27,2003,1
a.n. wilson,3,0.33,0.58,1987,3
alison inches,3,2.33,4.04,2000,1
baha'u'llah,3,6,5.2,1984,1
bailey white,6,3.22,0.58,1996,3
barbara bazaldua,14,2.28,2.52,1995,3
beatrice sparks,6,4.56,2.01,1995,1
bernard lewis,12,3.67,3.45,2000,1
betty lehan harragan,4,1.75,3.5,1981,3
bill ransom,6,2.61,4.08,1993,1
blanche fisher wright,4,2.5,2.89,1995,1
bruno bettelheim,6,5.37,3.36,1987,1
carol oconnell,4,5,3.56,2001,1
catherine clement,5,4.37,2.52,1999,1
charles dickinson,7,2.28,1.92,1994,3
clint willis,10,2.03,2.73,2000,1
cormac mccarthy,21,2.56,1.97,1995,3
dale evans rogers,3,3.56,4.07,1986,1
daniella burr,3,2,3.46,1994,1
david lubar,6,3.08,2.28,2000,1
doranna durgin,7,2.59,3.47,1999,1
edika,9,2.78,2.32,1995,3
fred waitzkin,3,5.67,2.08,1991,1
frã?â©dã?â©ric beigbeder,4,2.35,2.38,2000,3
gail giles,4,4.25,3.3,2003,1
gayle callen,8,2.77,2.59,2001,1
george johnson,8,6.88,4.39,1994,1
godfrey cave,3,2.33,4.04,1993,1
gwendolyn brooks,3,4.22,1.35,1985,3
hugh o'neill,4,0,0,1995,3
james e. martin,3,0,0,1993,3
james mills,7,1.88,3.3,1994,1
james p. carse,5,3.3,2.17,1993,1
janet evanovich,66,3.94,2.96,2000,0
janet holm mchenry,3,1,1.73,1999,3
janet tashjian,5,1.51,2.3,2001,3
jean giono,18,4.61,3.82,1987,1
jill mccorkle,13,2.74,2.56,1994,1
john butterfield,5,0,0,1984,3
john p. mckay,4,5.25,3.59,1999,1
johnny cash,6,5.61,3.83,1991,1
jon winokur,16,3.81,3.96,1992,1
jonathan evans,3,0,0,1983,3
jonnie jacobs,15,2,3.2,1999,1
jorge volpi,3,1.67,2.89,2001,3
junji ito,3,8.33,0.58,2001,1
k.s. rodriguez,3,2.67,4.62,1997,1
karen brown,9,4.89,3.82,1998,1
karen marie moning,10,4.52,3.34,2002,1
karen salmansohn,8,3.3,3.17,1999,1
katherine hall page,22,2.28,2.2,1998,3
kees moerbeek,4,1.63,3.25,1992,3
kerstin ekman,12,2.61,2.54,1999,1
kit schorsch,4,0,0,1990,3
laurie notaro,4,4.78,2.17,2002,1
lawrence g. lovasik,4,4.63,4.15,1985,1
leonard koren,5,3.73,3.81,1995,1
leonard wibberley,3,1.67,2.89,1990,3
louis begley,16,2.62,3.45,1997,1
lucy mccauley,4,0,0,1999,3
luise eichenbaum,3,0,0,1988,3
lynne kaufman,3,5,5,2004,1
margaret summerville,11,2.27,3.29,1992,1
maria d. wilkes,8,4.99,3.24,1998,1
mary kruger,4,1.08,2.17,1997,3
maureen lee,12,3.67,4.05,2001,1
michael t. murray,3,6.89,3.17,1995,1
michalann perry,4,1.75,3.5,1988,1
michele hauf,5,2.2,3.03,2000,1
moore,4,2.38,2.81,1986,3
nancy friday,18,1.4,2.09,1990,3
nick hornby,44,4.17,1.96,2000,0
norman bogner,8,1.09,1.83,1997,3
patricia volk,3,1.03,0.94,1998,3
paul magrs,5,6.9,4.53,2000,1
paul preuss,16,3.94,3.6,1994,1
pere calders,7,6.88,3.13,1984,1
peter dyson,3,3,5.2,1999,1
peter torberg,6,2.83,3.14,1997,1
phillip lopate,4,4.13,4.25,1996,1
rob boston,3,4.83,4.25,2000,1
