author,qtd_livros,media_avaliacao
bryan woolley,3,2
burton g. malkiel,3,3.33
carlo gebler,5,1.5
carol iverson,2,4.5
carol jerina,6,2.17
cedco,3,8.33
chip lovitt,7,0.23
christoph,3,1.67
collette,2,5.5
cristina peri rossi,2,0
cynthia johnson,2,5
d.j. conway,3,6.08
david a. vise,2,2.75
david lambkin,2,5
deborah chancellor,2,7
dennis byrd,2,1.67
derek parker,2,2.5
diane l. carey,5,0.89
diane mccarty,3,3
diane mott davidson,39,3.08
don hutchison,5,0.6
donna leon,36,4.31
doug radcliffe,2,3.5
edward hoch,4,2
edwin wilson,2,0
elaine kane,2,0
ellen siever,3,2.33
emer martin,2,0
eric nylund,3,3.87
eric r. wolf,2,0
eric weiner,10,2.58
eric wilson,8,5.19
gabrielle burton,3,4.67
geoff dyer,6,3.55
george lucas,16,1.16
george weigel,2,0
gourmet magazine,3,7.83
gregory frost,6,2.06
gustavo adolfo bã©cquer,3,7.17
hans bankl,3,1
helene siegel,32,8.69
henry beston,5,2.23
hiro mashima,2,5.75
ilan duran cohen,2,0
jack kornfield,8,5.36
jack smith,3,5.33
james f. twyman,4,4.88
james purdy,2,6.5
jane carpineto,4,3.25
jeff albrecht,3,3.33
jeff ball,4,2
jeffrey zeldman,2,4.5
jerry honeycutt,3,3.33
jill dupleix,2,4.5
joan m. erikson,2,1
joan stimson,10,0.93
john fuller,5,4.4
john gregory brown,3,0.57
john o'farrell,5,2.49
josefa heifetz byrne,2,5
joseph bailey,2,3
joseph glass,4,4.36
joyce jillson,2,0.83
judy wardell,2,0
k. j. a. wishnia,6,3.75
kandy radzinski,2,2
kim scott,2,7.33
kinley macgregor,8,2.41
kristen britain,4,5.32
lauren nichols,3,0.78
leo booth,3,0.4
leon garfield,18,1.64
leslie mcguire,18,1.25
leslie rule,3,3.39
linda barrett,6,3.67
linda bove,2,5
linda lael miller,84,2.38
lucy gordon,38,1.11
lynne d. finney,2,1.5
m. k. wren,7,2.93
marian t place,2,3.5
maris soule,14,1.7
marjory stoneman douglas,3,0
markus barth,2,0
mary campbell,3,1.67
mary jane moffat,2,6
matthew hall,5,0.6
matthew stadler,4,1.17
maura mcgiveny,2,0
max e. anders,2,0
megan mccafferty,3,2.62
melinda m. snodgrass,3,1.56
merle miller,3,3
mildred graves ryan,3,0.83
nancy geary,5,3.86
nativel preciado,2,5.17
neil grant,3,7.67
nick brownlee,2,2
paco rabanne,2,3.5
paul garrison,7,2.05
paul guernsey,2,0
paula weideger,2,0
pedro paixã£o,5,3.15
peter kuper,2,3.83
phil strongman,2,0
philip jose farmer,66,2.56
piercy,2,4
priest,2,6.5
r. conrad stein,5,4.2
richard l. anderson,2,8
robert berkow,3,7.06
robert cowart,2,3.5
robert walser,4,3.25
robin jones gunn,36,2.28
rudy rucker,18,2.75
russell simmons,2,0
ruth benedict,2,1.25
ruth owen,3,0
sagan,2,3.95
sherry ashworth,2,1.63
stanley gordon west,2,2.67
stanton t. friedman,3,2.33
stephanie s. tolan,8,1.61
stephen cherniske,2,4
stephen green-armytage,2,0
stephen horn,5,4.38
stephen mitchell,14,5.03
stewart cowley,12,2.25
susan blackmore,2,0
susan elderkin,3,2.13
susan hightower,3,1
tasha tudor,4,6.75
theresa scott,13,1.87
tom jackman,2,2
tom stoppard,15,4.79
victor b. scheffer,2,8.5
w. a. harbinson,3,0
william elliott hazelgrove,2,0
william h. armstrong,6,1.92
william shawcross,2,7.5
william voltz,3,0
zhang xinxin,2,3
ahmed osman,2,3
alison roberts,6,0
amanda quick,33,3.65
anita loos,5,4.8
anna-karin palm,2,1.5
anne reed rooth,2,2.5
annie wang,2,2.63
anthony horowitz,17,2.66
arlene mosel,3,2
art crockett,2,5.58
beatrice coogan,2,0
brigitte weninger,2,10
brother andrew,2,10
c.j. carmichael,8,2.62
carlos e asay,2,0
carol barkin,4,0
carole clements,3,1.67
carter,2,4.25
catherine mann,11,1.7
charlene spretnak,2,0.83
cheri fuller,9,1.22
cheryl st. john,14,1.27
christopher rice,8,2.5
daniel horch,2,2.32
daphne gottlieb,2,6.5
dave pelzer,10,5.29
david james duncan,12,4.69
david quammen,12,3.99
david webster,2,0
denise hamilton,5,4.6
dennis mckiernan,3,2.31
diane molleson,4,4.06
donna erickson,3,2.83
dorothy dunnett,24,3.64
dorothy rich,2,0
edith konecky,4,1.85
edmund lenihan,2,2
ellen bass,6,3.14
else mã?â¼ller,4,5
elsie sechrist,2,7.5
eric garcia,10,4.9
francesca mazzucato,3,1.42
franã§oise dorin,2,1.25
george moran,2,5
gerard houarner,2,1.33
ginny aiken,9,1.8
gwendoline butler,11,1.2
hal f. rosenbluth,2,1.25
harold myra,3,0
harold s. kushner,11,3.95
helen e. fisher,2,4.5
herman brusselmans,6,6.67
heron carvic,5,0.84
holly chamberlin,3,5.96
indira ganesan,3,0
j. paul hunter,3,3
jack dann,34,2.88
jacques derrida,6,2.83
james j. rybacki,2,10
james kelman,8,1.31
jane greenoff,3,1.27
janet groene,3,3.33
janice woods windle,4,1.55
janina renee,4,3
jeanne allen,2,7
jimmy guterman,2,3.67
joan johnston,55,1.79
john e. douglas,7,4.45
john gooders,2,5
joseph gelfer,2,7.5
joseph telushkin,7,6.1
juan luis cebrian,4,3.67
julia marsden,3,1.67
kai meyer,7,2.83
"kathleen deska, ph.d. pagana",2,4.5
keith ablow,8,3.03
kenneth fearing,2,8
kim anderson,5,4.8
larry burkett,29,2.32
laura damon,2,1.25
laura shaine cunningham,6,2.39
leila hadley,5,0.93
leonard woolf,2,0
leslie dunkling,2,2
libby schmais,3,1.13
liza alexander,23,1.38
lonni collins pratt,2,0
louise davies,2,2.5
ludwig von mises,4,7.5
maria eftimiades,3,1.94
marianne curley,5,4.4
mark lowry,2,4.5
martin hallett,2,4
matt thorne,2,0
maude thickett,4,6.5
maureen mckade,8,4.94
michael getz,2,10
miguel de cervantes,12,4.17
natania jansz,2,5.35
noel b. gerson,2,4.5
olaf stapledon,2,2.5
olivier mau,2,7.5
pam barrett,2,0
pam beall,3,1.8
pat o'shea,2,5.38
patricia anthony,11,1.94
patrick kavanagh,3,7.67
paul  whitehead,2,0
paul dini,2,2.5
paula jacques,3,0
peter lynch,5,0.75
philip j. davis,2,2.5
pierre magnan,5,0.5
pip baker,2,2.25
price pritchett,5,2.36
renee cooper,2,3.5
richard george adams,3,5.5
robert atwan,4,7
robert charles wilson,15,2.99
robert coover,14,2.26
robert olmstead,7,3.74
robert strand,2,4
robin burcell,5,1.6
ron brown,4,7.5
ruth beebe hill,4,4.13
ruth sawyer,4,4.25
sandra kleinschmit,2,0.83
sax rohmer,2,5
sean martin,3,5
sharon short,2,3.44
sheena knowles,2,4
sheila cassidy,3,1.78
simon french,2,0
sir arthur conan doyle,36,3.55
stack sutton,2,0
stan & jan berenstain,3,0
stanley bing,7,3.81
stephen kendrick,2,1.17
steven harper,3,7.13
susan burmeister-brown,13,1.58
susan elizabeth phillips,32,3.39
sylvia iparraguirre,2,5.5
t.s. eliot,7,4.2
tarantino q,2,3.67
teresa howard,5,3.6
thomas h. cook,29,3.48
thomas hughes,2,1.8
thã?â©ophile gautier,4,2
time-life books,63,3.17
time-life books.,3,10
tom christiansen,2,4.5
tom meltzer,2,5
tony kerins,2,2.5
victor borge,2,2.5
victor e. frankl,2,7
vincent lardo,13,3.18
virginia i. harvey,2,5
walt becker,2,4
wanda luttrell,4,0
watty piper,11,3.56
wilhelm hauff,4,4.5
william brashler,2,2.5
william kinsolving,7,1.86
kyle crocco,2,0
alan moore,22,6.82
andrew gurr,3,2.67
ann ward radcliffe,3,3
anna maxted,8,1.86
anne enright,3,2.17
anthony parinello,2,8
arthur byron cover,6,1.95
atima srivastava,2,2
barbara wersba,3,4.67
ben west,2,2.5
bettyclare moffatt,2,3.5
beverly brandt,4,3
bill blum,4,2.56
billy mills,2,0
bob norris,2,2.67
brad anderson,2,0
carmen bredeson,2,0
carol card otten,2,0
char margolis,2,6.1
charlee jacob,2,1.77
charles bukowski,41,4.77
charles r. pellegrino,5,3.32
charlie mcdade,3,2
charlotte bingham,6,4.92
cheri k. erdman,2,0
christopher andersen,22,2.57
christopher de vinck,2,2.25
christopher lampton,2,3.5
cindy wheeler,4,5
clive hart,2,4.5
coerte v. w. felske,4,0.29
colin turnbull,2,1.56
david bell,2,9
david edmonds,6,3.53
david icke,4,2
david lavender,3,2.78
david protess,2,0
david wind,3,0
deborah copaken kogan,2,5.28
dexter yager,3,4
diane wagner,2,2.5
dieter bohlen,2,4.81
doris buchanan smith,7,1.14
e. t. a. hoffmann,6,1.83
edward s. curtis,3,6
eliza haywood,3,5.67
elizabeth enright,12,3.46
elizabeth forsythe hailey,9,2.35
elizabeth spencer,8,2.88
ella thorp ellis,2,3.5
emilie rose,4,4.08
emilio calderã³n,2,5.5
francisco de quevedo y. villegas,2,0.83
frank gill slaughter,6,1.42
fred hoyle,6,1.25
"g. b., trudeau",8,5.19
gloria skurzynski,14,1.51
graham edwards,2,7.5
heidi julavits,4,1.15
heinrich dumoulin,2,0
helen craig mccullough,2,5
honorã?â© de balzac,10,1.55
howard fast,38,1.71
ian ousby,2,4.5
"jack, ph.d. myers",2,2.5
jackson,2,0
jacques duquennoy,2,4.5
james c. galvin,2,0
jane kenyon,2,8.33
jean barrett,13,1.15
jeanne kalogridis,9,2.84
jeanne oliver,5,3.8
jeffrey rubin,2,4.5
jennifer peterson,2,0
jeremy jackson,2,0
jhonen vasquez,2,8.33
jim lawrence,6,3.92
"joan, ph.d. borysenko",2,7.17
joanna hines,3,2.83
joanna m lund,2,5.5
jodi picoult,24,2.55
john d. nesbitt,2,1.33
john murray,4,3.42
john wallace,2,3
joni rodgers,2,2.83
joseph girzone,15,3.76
judy pelikan,3,4
julia fenton,4,3.25
julie ellis,16,1.2
karen toller whittenberg,2,1.5
karl samson,5,3.6
kathleen george,4,5.38
kenneth r. miller,4,5.75
kevin eastman,4,0.63
leslie davis,2,5
lois p. frankel,3,3
lori martin,2,1.33
madeleine a. pollard,2,0
marcia martin,5,1.4
marga querol,2,5
marjorie dorner,4,1
mark spragg,4,4.1
mark stewart,2,0
martha moore,2,1.75
matteo galiazzo,2,5.83
matthew f christopher,28,0.84
may sarton,43,3.42
meaghan delahunt,2,3.5
mechthild scheffer,2,2.08
michael joseph,2,0
michael mettler,2,8
milt bearden,2,1
morris gleitzman,9,3.88
nancy good,3,1
nathalie rheims,2,3.5
ngaire genge,6,4.03
nikolai vasilevich gogol,10,3.75
p. j. petersen,6,1.33
pam beasant,2,9
patricia rice,29,1.9
patti massmann,2,0
paul g. graves,2,0
penny colman,3,1.67
peter donnelly,2,4
peter lovesey,39,1.98
pol martin,3,3.67
r. cook,3,3.33
rachel lindsay,6,0
rebecca brown,11,3.86
reginald hill,36,2.65
richard a. heckler,2,3
richard fliegel,5,1
robert allen,7,1.38
robert keppel,2,2.83
robert l. wise,6,3.17
robert m. price,6,5.67
robin p. monroe,2,4.5
robin white,3,3
rod mckuen,12,2.74
roger kahn,11,3.73
sabrina jeffries,9,3.15
sara orwig,35,1.15
sarah morgan,3,2.83
scott staerkel,2,4.5
stephen elliott,2,7.75
steven r. schirripa,2,0
stewart brand,6,3.75
susan donovan,4,3.55
susan j. samtur,3,3
susan quinn,2,5.5
suzanne levine,2,0
t. t. flynn,2,4.25
terry coleman,2,0
thomas chastain,6,1.17
thomas f. plaut,2,0
tim wynne-jones,9,1.02
timothy schaffert,2,1.2
tina grube,2,3.19
tobias hill,5,3.2
tom smallman,2,7
vernon tom hyman,3,0
wayne d. dosick,3,2.67
wendy markham,4,2.37
william martin,16,2.93
william weir,2,0
agnes sanford,3,0
alfred kazin,2,1.5
alice mcdermott,11,2.74
alison scott skelton,3,0
ann raimes,4,2.25
anna johnson,3,4
anna maria ortese,2,0
anne kelleher bush,3,1.17
anon,3,2.83
anthony alessandra,2,3.5
anthony beevor,2,3.5
anthony chandor,3,1.83
anwer bati,2,2.5
ardath mayhar,7,2.14
arnold kellett,2,8
arthur herzog,6,0.38
barbara colley,5,5.2
barbara frischmuth,5,0
ben wicks,3,1
bertolt brecht,28,2.55
brennan manning,12,4.3
brian hodge,6,0.6
c. donald ahrens,2,0
camille minichino,9,1.91
carole mayhall,2,0
carole nelson douglas,47,2.14
carole smith,2,3.25
cherie calbom,3,0
chilton,3,8.33
clive ponting,2,3.5
cordia byers,4,1.75
d.r. sherman,2,4.33
daniel manus pinkwater,8,2.88
david allen sibley,2,6
david crow,2,3
david r. slavitt,3,2.67
diane johnson,19,2.17
dick cluster,2,0
dionne brand,2,4
don pendelton,4,0
dorothy l. sayers,54,2.97
duane t. gish,3,3.67
duncan j. watts,2,8.5
edith fiore,2,2.5
eliot wigginton,8,2.83
elle eggels,5,2.87
ellen l. buell,2,10
ernest matthew mickler,2,7
esther hautzig,3,5.01
gale pryor,3,2.89
gavin menzies,4,2.46
gay cameron,2,0
gilbert morris,48,2.14
gilbert sinouã?â©,3,5.83
graham lord,4,0
guy carlier,2,1.65
harriet grey,2,0
harriet ziefert,38,1.77
henny youngman,2,4
henry m. morris,3,1.33
henry steele commager,3,3.33
howard pyle,15,2.8
iceberg slim,6,3.17
jack handey,5,5.48
jacob grimm,25,5.25
james cain,2,1.14
james grady,9,1.94
james lee burke,52,2.51
james p. comer,2,0
james weldon johnson,4,3.74
jane f. gardner,2,4
jane johnston,2,0
janet sue terry,2,9.5
jean p. sasson,10,2.63
jill mansell,11,1.28
jody powell,2,4.5
joe white,2,0
john carter,2,6.5
john dalmas,16,2.94
john gordon,2,3
john j. ratey,2,8
john king,4,1.75
john masters,5,2.6
john mortimer,51,3.14
john whitcomb,2,5.5
joseph kanon,8,2.02
jrgen habermas,3,3.67
judith marshall,2,0
justin cronin,2,1.97
kate botting,2,7
katherine ulrich,3,4.82
kathleen kane,11,1.33
kathryn lasky,24,2.92
kenneth lilly,4,0
kenneth starr,3,1.05
kjartan poskitt,7,5.86
larry weinberg,12,1.43
lavern rippley,2,4.5
lee damon,2,0
leone castell anderson,2,0
lillian b. rubin,5,0.7
linda crew,6,0
liz wagstaff,2,5
lora d. delwiche,2,5.25
lorraine zenka,3,8.67
lyndall gordon,5,2
m. john storey,2,5
madelyn sanders,3,0.42
margaret bingley,4,6.25
margaret o'neill,3,0
maria langer,5,5.2
marian wright edelman,5,3.83
mark berent,5,2.38
mark chadbourn,2,8.83
mark fowler,4,5.88
marlene suson,8,0.56
mary norden,2,0
mary summer rain,16,4.59
merilyn simonds,2,3
michael macdonald mooney,3,1.67
michelle de kretser,4,2.41
microsoft,2,1.75
molly ivins,12,3.37
mona clee,2,8.5
nancy garen,3,0.72
nanette newman,2,6.75
natasha sperling,2,6.67
nicholas faith,2,4
patricia willis,3,1.5
patrick grim,2,0
patrick mccormack,2,4
patrick moore,7,4.71
peter norton,9,3
peter ward,2,0
phil whitaker,3,2.67
philip mclaren,2,0
philip wylie,4,3.92
quentin tarantino,6,3.27
raymond radiguet,2,4.25
richard christian matheson,2,0.5
richard simmons,11,2.5
robert lee hall,3,2
robin pascoe,3,3.33
ronald gross,2,3.5
rupert everett,4,1.52
rã?â©gine pernoud,2,0
sabine durrant,3,4.12
sebastian stuart,2,2.25
sergio bambaren,9,3.36
shirley s. rohde,2,0.63
silvan s. schweber,2,3.5
sinclair smith,3,2.19
stephanie laland,2,2.5
sue gill,2,5
sun tzu,14,2.5
tadashi ozawa,3,5.33
terry southern,3,5.17
therese martini,2,0
tricia bauer,2,2.22
w. h. hudson,2,0
w. t. jones,2,5
waris dirie,5,5.22
wendelin van draanen,15,2.87
wendy harris,2,3
wendy snowdon,2,6
william l. deandrea,8,0.38
william woodruff,2,2.5
woodrow kroll,2,0
paula carter,3,2
sheila ballantyne,3,1.22
adam j. jackson,3,3
adele read,2,0
ahmadou kourouma,5,2.33
alex shakar,2,1.63
aliske webb,4,3.99
alison cragin herzig,6,2.92
alison green,2,3.5
alison wearing,3,2.05
andrew h. vachss,32,4.07
ann brandt,2,0
annie jones,6,2.36
anthony bourdain,16,3.63
art bell,6,4.42
august wilson,5,5.01
avery corman,11,1.42
barbara cameron,2,0
barnaby conrad,4,6.75
bart kosko,4,2.88
bathroom readers hysterical society,2,4.63
beckett publications,2,5
bob phillips,19,2.67
bruce bagemihl,2,5
candice adams,3,0
carman,3,1.11
cesare pavese,11,2.48
charles nordhoff,2,0
charles osborne,9,4.82
chris mckinney,2,1.43
christine loomis,2,0
christopher sandford,8,1.88
christopher west,3,2.67
clea simon,2,1.75
colin mcevedy,3,5
d. b. c. pierre,2,2.88
david a. whetten,2,0
david cian,2,0
david d. burns,9,2.8
david goodis,4,0.88
david sibley,2,3.5
dean edell,2,2
dean king,7,2.79
devin j. starlanyl,3,3.33
dianne young,2,7
dixie lee mckeone,3,2
don colbert,4,3
donald o. clifton,2,0
donald rumbelow,3,0.83
e. v. hill,2,2.83
edgar allen poe,3,3.53
edgar pierre jacobs,4,10
edith hahn beer,2,1.13
emily fox gordon,2,0
fiona carr,2,3.5
fodor,2,4.75
francis jennings,2,0
gary hardwick,6,2.75
gene k. garrison,3,9.67
george e. stanley,4,2.44
gerald gardner,2,0
gideon bosker,4,3.75
graham tether,2,0
gregg main,2,0
h.c. turk,2,2.2
haim g. ginott,2,0
harold mcgee,2,6.17
harry mathews,2,4.5
harry ritter,2,3.5
hayden herrera,5,5.38
helen dorman,4,10
hildebrand,2,4
hugh hewitt,3,5
james c. dobson,22,3.48
james long,4,5
jane garton,2,3.5
jane jerrard,5,1.9
janet louise roberts,3,1.67
jean auel,15,4.08
jean campbell,5,6
jeffrey layton,2,2.5
jennifer weiner,10,4.44
jenoyne adams,3,3.39
jessie smith,2,0
jill eisenstadt,2,3
jill gascoine,2,0
jimmy santiago baca,3,7.67
jo ann algermissen,6,0.38
john berryman,2,5
john bunyan,19,2.43
john crowley,15,1.99
john e. rybolt,2,0
john mcnally,2,2
john sandford,55,2.82
john stanley,2,2.5
john w. dower,2,1.67
jon stallworthy,3,2.67
judith merkle riley,12,4.87
judith steel,6,1.33
june cotner,3,2.67
kam chuen lam,2,2
karen katz,2,4
karen savage,2,0
kate lehrer,2,3.5
kathleen n. daly,3,1.67
lawrence schiller,9,2.97
lee duigon,2,0
leopoldo alas clarin,3,0
lisa bevere,5,5.4
louise plummer,2,5
luise f. pusch,3,1.67
madeleine thien,2,0
marcus tullius cicero,3,4.33
marilyn anderson,4,0
mark c. taylor,2,1
mark s. bernthal,8,1.63
marshall goldberg,3,0
mary mcgarry morris,14,1.82
mary o'hara,5,1.2
maurice bailey,2,8
merle kessler,2,0
micaela gilchrist,2,2.25
michael castleman,6,2.07
michael tolkin,6,1.83
miryam ehrlich williamson,2,3.5
molly peacock,3,2.5
neil clark warren,5,1
nick herbert,3,1.17
nick vasile,2,1.25
norman vincent peale,23,2.48
octavio paz,12,3.67
p. l. whitney,2,5.13
p.j. petersen,3,0
pam young,9,2.8
pamela norris,2,7
patricia powell,2,1.5
paul azinger,2,0
paula volsky,15,4.36
peter blauner,10,1.98
peter f. copeland,3,3.33
peter shaffer,5,3.14
polly berrien berends,4,0.5
rachel baker,2,6.63
ray crowther,2,7.5
richard meryman,2,5.5
richard rashke,2,4.25
richard sterling,8,5.88
rick harsch,2,0
robert creeley,2,0
robert irwin,10,4.03
rocio de teran,2,0
roddy doyle,34,2.57
roger angell,9,2.17
ronald l. krannich,4,0
s.w. hubbard,2,3.3
sabine deitmer,5,5.43
sally cheney,3,2
samuel taylor coleridge,12,3.59
sasha fenton,10,5.15
scott edelman,2,0.7
shelley bedik,2,1.75
sidney w. mintz,2,4
stephen w. garber,4,0
steve jackson,46,1.84
steven charles,3,0
stuart mclean,5,2.19
terry goodkind,24,4.4
theodore roszak,9,2.6
thomas bender,3,2
thomas malory,9,6.26
tim dorsey,10,2.95
tim lebbon,4,0.96
tina santi flaherty,2,5
tony tallarico,7,0.95
trisha blanchet,2,0
valerie cooksley,2,9.25
velda johnston,8,1.25
vicki tyler,2,0
walter wink,3,2.33
wendy s. conner,3,10
wright,2,0
yolanda young,2,0
groucho marx,10,4.8
laurel pace,6,1.58
abraham j. twerski,2,0
adrian gilbert,4,0.58
alexandra penney,2,5
allen morris jones,2,1.5
andrew swanfeldt,2,4.75
andy collins,4,3.25
arlene tognetti,2,4.5
b. joseph pine,2,7
baltasar gracian,2,8.5
barbara ashmun,2,4
barbara brooks wallace,7,0.75
barbara wilson,13,2.85
benjamin disraeli,2,0
betsy lifton,2,1.1
beverly byrne,11,0.57
bill drummond,4,1.69
brad sears,2,2.5
british museum,4,7
bruce jr. bliven,2,0
c j songer,2,4.33
carlos castaneda,54,2.76
carolee brockmann,2,4.17
celine dion,2,1.5
charles b. carlson,5,2.1
christy campbell,2,3
david brinkley,8,2.56
david colbert,7,2.93
david macaulay,21,6.11
debby anderson,3,5.89
deirdre purcell,8,2.34
denise bieniek,2,0
diane guest,3,0.33
douglas brinkley,4,4.04
douglas sadownick,2,3
eldonna bouton,3,8.39
eleanor berman,8,1.92
elizabeth mayne,5,0.44
erika knight,2,8
eugene fodor,2,6.5
evelyn anthony,14,0.57
faith richardson,3,9.17
francesca marciano,5,4.55
frank parrish,3,0
franklin dixon,11,1.18
fritz leiber,24,2.4
gayle rosellini,3,2
georg wilhelm friedri hegel,2,5.5
greg perry,5,4.6
gretchen sprague,4,3.29
gustave flaubert,49,2.93
h.j. eysenck,4,1.25
hudson rivers,3,0.11
ian cochrane,2,3
j. m. barrie,18,3.36
jackie gay,2,0
jacqueline shannon,3,1.17
james b. twitchell,3,5.67
james lasdun,4,5.33
jane barry,3,0
jane hale,3,6.67
janni lee simner,2,1.36
javier martinez reverte,2,4.55
jeanne avery,5,4.39
jesse liberty,11,1.77
john donne,13,5.23
john gregory dunne,8,0.92
josã© pedro machado,2,7.5
joyce myrus,6,0
juan benet,3,0
jules m. seletz,11,5
jules witcover,2,3.5
julia alvarez,17,2.96
karen ackerman,4,0.63
karen elizabeth gordon,8,4.11
kathryn lance,3,6
kathy hogan trocheck,12,2.33
kay cooper,3,3
keiji nakazawa,4,10
ken catran,2,1.5
ken stabler,2,3.5
laban carick hill,2,3
lan samantha chang,2,2.13
lao-tzu,5,6.4
laurence bergreen,4,1.88
lawrence j. crabb,4,2
lesley downer,5,4.25
lisa trumbauer,3,2.33
lucy daniels,7,0.36
lynn messina,2,2.55
m. j. ryan,5,5.43
m. wylie blanchet,2,10
margaret hillert,6,1.67
margret wittmer,2,0
marianne ragins,2,2.5
marie beaumont,2,0
mark richard zubro,17,2.03
mark roeder,2,2.5
mary k. greer,5,6.9
maurice medland,2,3.5
max goldt,9,5.1
meindert dejong,5,1.53
melanie barnard,3,1.33
melisa michaels,3,4.5
melodie johnson howe,2,2.17
michael gear,2,4.5
michael h. hart,2,1.46
michael strassfeld,2,8.5
mimi latt,5,2.22
nancy norton,2,0
nicole davidson,5,0
ogden nash,4,5.27
pamela james,2,1.67
parry a. brown,2,8
pat b. allen,2,2
pat kirk,2,0
paul mandelbaum,2,0.88
paul strathern,9,2.11
paula gosling,8,1.63
people magazine,3,7.17
peter abrahams,19,3.04
peter abresch,5,3.52
ralph zumbro,2,0.88
ricardo delgado,2,9.75
rick atkinson,4,6.13
roberta israeloff,2,0
robin hawdon,2,5
rupert holmes,2,5.86
ruth ryan langan,10,0.96
sandra steffen,16,1.54
sanjay nigam,3,3.63
shann nix,2,2.5
sol stein,12,2.17
sonya friedman,3,3.22
stefanie matteson,10,0.48
sue style,2,4
susan dexter,5,0.88
susan dworkin,3,2.75
susan fromberg schaeffer,23,2.15
ted dekker,8,3.6
tenaya darlington,2,0
thomas french,3,2.5
thomas h. green,2,10
todd strasser,62,1.96
ulrike mã?â¼ller,2,8
virgilio,2,1.5
virginia doyle,4,3.75
walter dean myers,36,1.21
wayne weible,4,0.31
willem elsschot,2,3.21
wilson bryan key,3,5.67
woody hochswender,2,6.25
yuzan daidoji,2,2.5
koushun takami,3,7.44
a. h. almaas,2,4
a.n. wilson,3,0.33
alison inches,3,2.33
american bible society staff,2,10
andrew mark,2,1.76
anitra sheen,2,1.75
anna pavord,2,2.05
anne birk,2,0
anthony lake,2,1.75
baha'u'llah,3,6
bailey white,6,3.22
barbara bazaldua,14,2.28
barbara binswanger,2,3.75
barbara kuroff,2,6.25
barbara quick,2,1
beatrice sparks,6,4.56
benjamin e. miller,2,1.88
bernard cohen,2,0
bernard lewis,12,3.67
betty lehan harragan,4,1.75
bill ransom,6,2.61
blanche fisher wright,4,2.5
bruno bettelheim,6,5.37
bud e.  smith,2,2
carl heintze,2,0
carol cummings,2,5
carol oconnell,4,5
catherine clement,5,4.37
charles dickinson,7,2.28
chris madsen,2,7
clint willis,10,2.03
cormac mccarthy,21,2.56
dale evans rogers,3,3.56
dani cavallaro,2,6
daniel carney,2,3.25
daniella burr,3,2
david joachim,2,6
david lubar,6,3.08
david st clair,2,0
